client_name,age,ed,employ,address,income,debtinc,creddebt,othdebt,default,card_brand,card_type,credit_limit,has_chip,card_on_dark_web,MaritalStatus,EducationLevel,EmploymentStatus,HomeOwnershipStatus,BankruptcyHistory,kashf_ratib,sijil_tijari,ouqoud,damanat,wathaiq_zoboun
Client_369,57,1,4,13,130,27.1,8.72,14.67,1,Visa,Debit,,Yes,No,Single,High School,Unemployed,Rent,0,false,false,true,true,false
Client_370,32,1,14,1,73,25.6,5.53,14.47,0,Mastercard,Debit,,Yes,No,Single,Masters,Self-Employed,Mortgage,0,false,false,false,false,true
Client_371,23,2,23,23,141,3.7,0.19,0.15,0,Mastercard,Debit,,Yes,No,Married,Masters,Self-Employed,Own,0,true,false,true,false,false
Client_372,40,3,9,4,135,3.1,7.87,3.26,0,Visa,Debit,,Yes,No,Married,Bachelors,Self-Employed,Rent,0,false,false,false,false,false
Client_373,21,3,24,7,114,48.0,5.52,3.41,0,CIB,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Mortgage,0,false,true,false,false,false
Client_374,64,2,12,23,151,13.8,1.44,8.76,0,Mastercard,Credit,,Yes,No,Single,High School,Self-Employed,Rent,0,false,false,false,false,false
Client_375,63,1,28,14,182,18.2,1.22,8.56,0,Mastercard,Debit,,Yes,No,Divorced,Bachelors,Unemployed,Rent,0,true,true,false,true,false
Client_376,58,4,25,10,196,13.9,3.49,5.9,0,CIB,Credit,,Yes,No,Divorced,PhD,Self-Employed,Own,0,true,false,true,false,false
Client_377,55,4,34,15,52,16.9,7.8,0.44,1,CIB,Debit,,Yes,No,Divorced,PhD,Self-Employed,Own,0,false,false,false,false,false
Client_378,22,2,33,8,94,11.1,4.41,10.61,0,Visa,Debit,,No,No,Single,Bachelors,Self-Employed,Own,0,true,false,false,false,true
Client_379,20,1,33,5,174,27.6,0.3,14.15,0,CIB,Credit,,Yes,No,Divorced,Masters,Self-Employed,Rent,0,true,false,true,true,false
Client_380,20,4,16,25,109,32.8,7.37,10.67,0,Mastercard,Credit,,Yes,No,Married,High School,Self-Employed,Rent,0,true,true,true,true,false
Client_381,63,1,12,19,32,47.5,8.01,12.01,0,CIB,Credit,,Yes,No,Single,Bachelors,Self-Employed,Rent,0,true,true,true,true,false
Client_382,61,2,27,10,174,48.4,4.38,1.23,0,Visa,Debit,,Yes,No,Single,Bachelors,Unemployed,Mortgage,0,true,true,true,true,true
Client_383,39,1,10,29,62,31.0,5.45,12.22,0,CIB,Debit,,Yes,No,Divorced,Masters,Unemployed,Own,0,true,false,false,false,false
Client_384,63,3,16,29,165,44.3,4.75,11.67,0,Visa,Debit,,Yes,No,Divorced,High School,Unemployed,Mortgage,0,false,false,false,true,false
Client_385,57,2,17,22,65,4.4,5.27,12.52,0,CIB,Credit,,Yes,No,Single,Bachelors,Unemployed,Rent,0,true,false,false,false,true
Client_386,38,4,12,12,177,25.8,7.14,5.92,0,Visa,Debit,,Yes,No,Single,Masters,Employed,Mortgage,0,false,false,false,true,true
Client_387,40,1,3,12,165,41.6,6.66,9.1,0,CIB,Credit,,Yes,Yes,Married,Masters,Self-Employed,Own,0,false,true,true,false,true
Client_388,38,2,25,14,183,37.1,2.62,13.67,0,CIB,Debit,,Yes,No,Single,PhD,Employed,Mortgage,0,true,true,false,false,false
Client_389,48,1,13,14,35,17.9,5.83,6.83,0,Mastercard,Credit,,Yes,No,Single,High School,Self-Employed,Own,0,true,true,true,true,true
Client_390,59,3,33,29,48,2.4,8.73,10.01,0,Visa,Debit,,Yes,No,Married,Bachelors,Self-Employed,Own,0,true,false,false,true,true
Client_391,30,1,5,5,83,27.3,6.22,3.87,0,Mastercard,Debit,,Yes,No,Married,Bachelors,Employed,Own,0,false,false,true,false,false
Client_392,48,1,34,4,65,6.9,5.4,8.03,0,CIB,Debit,,Yes,No,Single,Masters,Unemployed,Rent,0,true,true,false,false,true
Client_393,22,4,39,29,118,30.2,5.51,9.82,1,Visa,Debit,,Yes,No,Single,Bachelors,Self-Employed,Own,0,false,false,false,false,true
Client_394,27,1,31,25,88,9.6,5.95,10.54,0,Mastercard,Debit,,Yes,No,Single,PhD,Employed,Rent,0,false,false,false,true,true
Client_395,64,3,2,19,152,34.6,3.98,12.96,0,CIB,Debit,,Yes,No,Married,PhD,Employed,Rent,0,false,true,false,true,false
Client_396,55,4,28,20,176,26.7,1.82,7.32,0,CIB,Credit,,Yes,No,Single,High School,Employed,Rent,0,false,false,false,false,true
Client_397,49,1,8,6,82,48.5,5.05,10.5,0,Visa,Credit,,Yes,No,Single,PhD,Unemployed,Own,0,true,false,false,false,false
Client_398,33,1,8,8,125,15.1,2.05,10.2,0,Visa,Credit,,Yes,No,Married,PhD,Unemployed,Rent,0,false,false,false,false,true
Client_399,59,1,30,12,49,27.5,2.59,5.52,0,CIB,Debit,,Yes,No,Divorced,High School,Unemployed,Own,0,false,true,false,true,true
Client_400,23,1,27,2,169,36.4,9.03,2.51,0,Mastercard,Debit,,Yes,No,Married,PhD,Employed,Rent,0,true,true,true,true,true
Client_401,56,3,8,14,119,9.5,5.09,2.79,0,Visa,Debit,,Yes,Yes,Single,High School,Self-Employed,Mortgage,0,false,true,false,true,true
Client_402,21,4,6,12,159,19.4,4.14,3.54,0,CIB,Credit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,true,true,true,true,true
Client_403,50,2,14,29,198,1.0,2.11,3.05,0,CIB,Credit,,Yes,No,Married,PhD,Self-Employed,Rent,0,false,true,false,false,false
Client_404,56,1,10,27,132,7.5,8.21,7.53,0,Visa,Credit,,Yes,Yes,Married,High School,Employed,Rent,0,false,false,false,true,false
Client_405,21,4,27,7,115,32.5,3.54,5.34,1,Mastercard,Debit,,Yes,No,Married,PhD,Unemployed,Own,0,false,true,false,false,true
Client_406,49,4,30,8,192,11.7,1.17,9.58,0,Visa,Debit,,Yes,No,Divorced,Masters,Unemployed,Own,0,false,true,false,false,false
Client_407,40,2,15,13,120,33.0,2.83,4.43,0,CIB,Credit,,Yes,No,Married,High School,Self-Employed,Rent,0,false,false,true,false,false
Client_408,54,4,33,24,139,14.8,7.56,2.52,0,Mastercard,Debit,,Yes,No,Married,High School,Self-Employed,Mortgage,0,true,true,false,false,false
Client_409,62,1,15,25,72,23.8,7.74,7.43,0,Visa,Credit,,Yes,No,Divorced,High School,Unemployed,Own,0,false,false,false,false,false
Client_410,28,1,8,20,175,19.4,1.8,10.5,1,Mastercard,Credit,,Yes,No,Single,High School,Employed,Mortgage,0,true,false,false,true,false
Client_411,34,3,15,5,113,3.7,1.6,2.78,1,Visa,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Rent,0,false,false,false,true,false
Client_412,27,3,33,26,93,3.2,0.83,10.92,0,Visa,Debit,,Yes,No,Single,Bachelors,Employed,Own,0,true,false,false,false,false
Client_413,49,3,25,27,61,23.8,8.13,11.99,0,Mastercard,Debit,,No,No,Married,Bachelors,Self-Employed,Rent,0,true,false,true,false,true
Client_414,45,3,33,23,175,47.3,6.69,11.57,0,CIB,Debit,,Yes,No,Married,PhD,Self-Employed,Mortgage,0,true,true,false,false,true
Client_415,39,2,0,19,188,16.7,7.17,4.23,0,Mastercard,Credit,,No,No,Single,High School,Self-Employed,Mortgage,0,true,false,true,false,true
Client_416,42,2,32,27,47,34.5,1.22,6.1,0,CIB,Debit,,Yes,No,Divorced,PhD,Unemployed,Mortgage,0,false,false,true,false,false
Client_417,46,4,35,9,175,43.1,3.6,10.8,0,CIB,Credit,,Yes,No,Divorced,Bachelors,Unemployed,Rent,0,false,true,false,true,true
Client_418,48,2,22,24,191,23.5,7.51,13.56,0,CIB,Debit,,Yes,Yes,Divorced,High School,Employed,Own,0,true,false,false,false,true
Client_419,59,1,38,24,85,23.4,5.44,6.06,0,CIB,Credit,,Yes,No,Married,Bachelors,Employed,Rent,0,false,false,true,true,false
Client_420,34,4,30,24,137,5.8,9.09,8.09,0,CIB,Debit,,Yes,No,Married,Masters,Employed,Mortgage,0,true,true,true,true,true
Client_421,49,1,35,1,40,6.2,9.77,7.43,0,Mastercard,Debit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,true,false,false,true,false
Client_422,24,2,34,12,109,17.2,0.29,1.69,0,Visa,Debit,,Yes,No,Divorced,Masters,Self-Employed,Own,0,false,true,false,false,true
Client_423,35,3,11,3,152,40.9,6.03,7.82,0,CIB,Debit,,Yes,No,Single,High School,Employed,Mortgage,0,false,true,false,true,false
Client_424,32,2,0,18,55,6.7,6.64,5.5,0,Mastercard,Debit,,Yes,No,Single,Masters,Employed,Own,0,false,true,false,false,true
Client_425,27,2,17,27,102,39.4,3.65,0.84,0,Visa,Credit,,Yes,No,Married,High School,Employed,Mortgage,0,true,true,true,false,false
Client_426,54,4,9,26,65,26.4,5.52,6.95,0,Visa,Credit,,Yes,Yes,Married,Masters,Employed,Own,0,true,false,true,true,true
Client_427,37,3,22,19,117,31.4,2.57,1.62,0,Mastercard,Debit,,Yes,No,Single,Masters,Self-Employed,Own,0,true,true,true,false,true
Client_428,26,2,15,5,152,41.6,6.44,8.91,0,Visa,Credit,,Yes,No,Married,Masters,Employed,Mortgage,0,true,false,true,true,false
Client_429,25,1,21,24,86,28.4,7.14,5.37,0,CIB,Credit,,Yes,No,Single,Masters,Self-Employed,Mortgage,0,false,false,true,true,false
Client_430,55,3,22,5,127,35.5,9.49,14.04,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Unemployed,Rent,0,true,true,false,false,false
Client_431,26,2,8,3,128,0.2,9.42,13.09,0,Mastercard,Credit,,Yes,No,Single,PhD,Self-Employed,Mortgage,0,false,true,false,false,false
Client_432,38,1,2,7,50,3.4,3.2,8.65,0,Mastercard,Credit,,No,No,Divorced,High School,Employed,Own,0,false,true,false,false,false
Client_433,62,4,21,16,99,33.0,6.96,10.22,0,CIB,Credit,,Yes,Yes,Married,Masters,Unemployed,Rent,0,false,false,false,true,false
Client_434,34,4,26,14,48,37.6,8.44,10.12,0,Mastercard,Debit,,Yes,No,Married,Masters,Unemployed,Mortgage,0,false,true,false,true,false
Client_435,40,3,38,23,186,3.9,6.25,1.53,0,Visa,Debit,,Yes,Yes,Married,PhD,Unemployed,Rent,0,false,true,true,false,false
Client_436,32,3,9,9,93,21.4,5.65,7.4,0,Visa,Debit,,Yes,No,Single,Masters,Employed,Own,0,false,false,true,true,false
Client_437,40,4,17,20,116,9.6,1.75,5.0,0,Visa,Credit,,Yes,No,Single,Masters,Employed,Rent,0,true,true,true,false,false
Client_438,35,3,4,9,73,10.6,5.07,9.27,0,Mastercard,Debit,,Yes,No,Single,PhD,Employed,Rent,0,true,false,true,true,false
Client_439,61,2,37,14,136,34.1,8.08,6.71,0,Mastercard,Credit,,Yes,No,Single,PhD,Employed,Own,0,false,true,true,false,false
Client_440,42,1,24,17,63,38.0,8.41,2.29,0,CIB,Debit,,No,No,Divorced,Bachelors,Employed,Mortgage,0,false,false,true,true,false
Client_441,50,3,37,27,92,18.3,3.32,6.13,0,Visa,Debit,,Yes,No,Single,Masters,Self-Employed,Rent,0,false,false,true,true,true
Client_442,40,4,35,5,100,0.2,7.56,10.23,0,Mastercard,Debit,,Yes,No,Married,PhD,Employed,Mortgage,0,true,false,false,false,true
Client_443,45,2,39,1,74,23.3,7.98,8.58,0,CIB,Credit,,Yes,No,Single,Masters,Unemployed,Own,0,false,true,true,true,false
Client_444,36,2,2,13,84,14.5,9.09,7.42,0,CIB,Debit,,Yes,No,Single,Bachelors,Unemployed,Mortgage,0,true,true,true,false,true
Client_445,43,3,22,25,156,30.2,1.53,9.99,0,Mastercard,Debit,,Yes,Yes,Divorced,PhD,Unemployed,Rent,0,true,false,false,false,false
Client_446,46,2,36,14,101,35.0,3.04,5.97,0,Mastercard,Debit,,Yes,No,Married,High School,Self-Employed,Own,0,false,false,true,true,false
Client_447,27,2,37,13,140,10.6,1.52,13.7,0,Visa,Debit,,Yes,No,Divorced,Masters,Employed,Rent,0,false,true,false,false,true
Client_448,58,4,26,17,52,36.6,1.53,4.87,0,Mastercard,Debit,,Yes,Yes,Single,Masters,Employed,Mortgage,0,true,true,false,true,true
Client_449,48,2,27,23,41,17.0,1.48,13.96,0,Mastercard,Debit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,false,true,true,true,false
Client_450,49,1,13,10,32,20.1,0.85,7.23,0,Visa,Credit,,Yes,No,Single,PhD,Employed,Own,0,false,false,false,false,false
Client_451,49,4,33,15,167,39.7,6.02,1.86,0,CIB,Debit,,Yes,No,Single,High School,Self-Employed,Mortgage,0,false,false,false,false,true
Client_452,24,4,25,7,121,39.9,8.4,8.3,0,Mastercard,Credit,,Yes,No,Single,PhD,Self-Employed,Own,0,true,false,false,false,false
Client_453,54,1,12,13,123,22.3,0.21,10.87,0,Mastercard,Debit,,Yes,Yes,Married,Masters,Employed,Mortgage,0,false,false,false,false,false
Client_454,54,3,29,20,34,31.9,8.06,14.34,0,Visa,Debit,,No,No,Divorced,Masters,Unemployed,Own,0,true,false,false,false,true
Client_455,28,2,12,26,115,47.1,3.98,5.9,0,Mastercard,Debit,,Yes,No,Divorced,PhD,Employed,Mortgage,0,false,false,false,false,false
Client_456,28,2,3,9,103,40.5,8.4,13.41,0,Visa,Debit,,Yes,Yes,Single,Masters,Employed,Rent,0,true,false,false,true,false
Client_457,46,1,17,9,162,19.6,0.69,11.48,0,CIB,Debit,,Yes,No,Divorced,Masters,Employed,Mortgage,0,false,true,false,false,false
Client_458,41,3,28,14,180,49.6,5.04,8.9,0,Visa,Debit,,Yes,No,Single,Bachelors,Self-Employed,Mortgage,0,true,false,false,false,true
Client_459,25,4,37,3,57,18.0,0.53,12.59,0,Mastercard,Credit,,Yes,No,Single,Masters,Self-Employed,Rent,0,false,true,false,true,false
Client_460,33,3,19,14,168,13.2,7.59,11.58,1,Visa,Credit,,Yes,No,Single,Masters,Self-Employed,Mortgage,0,true,false,true,false,false
Client_461,64,3,12,16,176,48.2,1.69,6.09,0,Visa,Credit,,Yes,No,Married,Bachelors,Self-Employed,Rent,0,false,false,true,false,false
Client_462,41,1,11,17,142,47.4,5.58,14.05,0,CIB,Credit,,Yes,No,Married,Bachelors,Self-Employed,Own,0,true,false,true,false,false
Client_463,27,2,20,9,121,4.4,4.5,13.32,0,Visa,Credit,,Yes,Yes,Married,High School,Self-Employed,Rent,0,true,true,true,false,true
Client_464,32,4,39,11,81,33.9,2.61,5.61,0,Mastercard,Credit,,Yes,No,Single,PhD,Employed,Mortgage,0,false,true,false,false,false
Client_465,60,1,8,27,109,32.2,2.52,3.14,0,Mastercard,Debit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,true,false,false,true,true
Client_466,44,2,29,15,76,12.3,6.49,13.35,0,Mastercard,Credit,,Yes,No,Divorced,High School,Employed,Mortgage,0,true,true,false,false,false
Client_467,40,1,18,20,80,4.6,7.97,7.49,1,Visa,Credit,,Yes,No,Divorced,Bachelors,Unemployed,Own,0,true,true,true,true,false
Client_468,63,4,22,24,129,33.6,2.07,13.05,0,Mastercard,Credit,,Yes,No,Married,PhD,Self-Employed,Mortgage,0,false,false,false,false,true
Client_469,52,1,11,23,182,13.8,9.39,13.59,0,CIB,Debit,,Yes,No,Married,Bachelors,Employed,Own,0,true,false,false,true,false
Client_470,57,4,31,27,50,4.1,0.74,2.46,0,Mastercard,Debit,,No,No,Single,Masters,Self-Employed,Rent,0,false,true,false,false,true
Client_471,56,2,37,1,85,46.4,2.94,1.45,0,Visa,Debit,,Yes,No,Single,High School,Self-Employed,Mortgage,0,true,true,true,true,true
Client_472,21,3,10,4,110,33.8,8.91,12.31,0,Mastercard,Credit,,Yes,No,Single,PhD,Self-Employed,Mortgage,0,true,false,false,true,false
Client_473,27,3,24,22,156,28.6,4.91,7.08,0,CIB,Debit,,Yes,No,Single,Bachelors,Employed,Own,0,false,true,true,true,false
Client_474,49,3,28,17,187,7.1,6.81,13.55,0,Visa,Credit,,No,Yes,Single,PhD,Self-Employed,Mortgage,0,false,true,false,false,false
Client_475,37,2,20,15,70,2.2,1.15,14.65,0,CIB,Credit,,Yes,No,Divorced,High School,Self-Employed,Mortgage,0,true,true,true,false,true
Client_476,41,3,32,25,140,34.3,3.93,6.62,0,Mastercard,Debit,,Yes,No,Single,High School,Unemployed,Mortgage,0,false,false,false,false,true
Client_477,61,4,35,21,51,15.9,8.4,8.78,0,CIB,Credit,,Yes,No,Married,High School,Unemployed,Rent,0,false,false,false,true,true
Client_478,21,1,10,21,115,34.1,9.0,5.57,0,Visa,Credit,,Yes,No,Divorced,High School,Employed,Own,0,true,false,true,true,true
Client_479,34,2,0,27,179,38.5,4.89,7.24,0,Visa,Credit,,No,Yes,Married,Masters,Employed,Rent,0,true,false,true,false,true
Client_480,63,1,39,16,166,44.9,7.08,2.49,0,Mastercard,Debit,,Yes,No,Single,PhD,Unemployed,Rent,0,false,true,false,false,true
Client_481,24,1,27,15,92,23.2,0.57,12.37,0,Mastercard,Credit,,Yes,No,Divorced,Masters,Employed,Rent,0,true,true,false,true,true
Client_482,54,1,8,27,79,4.5,2.07,7.02,0,Visa,Credit,,Yes,No,Divorced,Bachelors,Self-Employed,Rent,0,true,true,true,false,false
Client_483,27,2,14,16,149,32.2,0.5,14.59,0,Mastercard,Debit,,No,No,Single,PhD,Employed,Mortgage,0,false,false,false,true,true
Client_484,27,1,29,22,130,43.4,3.31,4.04,0,Visa,Credit,,Yes,No,Divorced,Masters,Self-Employed,Rent,0,true,true,false,false,true
Client_485,48,4,0,9,83,37.4,9.71,4.84,0,Visa,Debit,,Yes,No,Divorced,Masters,Employed,Rent,0,false,false,false,false,true
Client_486,27,4,0,18,112,3.4,0.49,2.18,0,CIB,Debit,,Yes,No,Single,Bachelors,Employed,Rent,0,true,true,true,true,true
Client_487,48,1,7,23,194,9.3,0.89,4.71,0,Visa,Credit,,Yes,No,Divorced,Bachelors,Employed,Mortgage,0,false,true,true,true,false
Client_488,54,1,31,4,94,33.1,4.61,13.55,0,Mastercard,Debit,,Yes,No,Single,Bachelors,Unemployed,Own,0,false,false,false,false,true
Client_489,42,3,30,18,149,44.3,8.26,6.12,0,Mastercard,Credit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,false,true,true,true,true
Client_490,27,3,3,10,85,39.7,6.98,8.36,0,Mastercard,Debit,,Yes,Yes,Married,Masters,Unemployed,Mortgage,0,false,true,true,true,true
Client_491,43,3,32,11,187,24.3,0.29,3.86,0,Visa,Credit,,Yes,No,Married,Masters,Unemployed,Own,0,true,true,false,true,true
Client_492,34,4,1,27,84,28.2,9.17,14.95,1,CIB,Credit,,Yes,No,Married,PhD,Employed,Mortgage,0,false,false,true,false,true
Client_493,60,3,4,22,145,0.7,8.52,9.13,0,CIB,Debit,,Yes,No,Divorced,Masters,Self-Employed,Own,0,true,true,false,false,false
Client_494,45,3,36,0,148,3.2,0.67,4.16,0,CIB,Credit,,No,No,Single,Bachelors,Employed,Rent,0,false,false,false,true,false
Client_495,30,3,31,22,95,48.0,3.27,2.33,0,Mastercard,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Own,0,false,true,true,false,false
Client_496,43,4,33,14,41,27.9,7.89,14.52,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Unemployed,Own,0,false,false,true,false,true
Client_497,35,3,15,10,181,32.0,6.94,4.01,0,Visa,Credit,,Yes,No,Divorced,Masters,Self-Employed,Mortgage,0,false,false,false,true,true
Client_498,26,1,0,27,48,31.7,9.06,4.51,0,CIB,Debit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,true,true,false,true,false
Client_499,30,1,32,4,125,6.0,0.12,13.45,0,CIB,Credit,,Yes,No,Divorced,Masters,Employed,Own,0,false,false,true,false,true
Client_500,51,1,12,21,62,8.3,3.49,0.69,0,Mastercard,Credit,,Yes,No,Divorced,PhD,Unemployed,Mortgage,0,false,false,true,true,true
Client_501,63,2,38,29,166,14.3,7.61,5.05,0,CIB,Credit,,Yes,No,Married,High School,Unemployed,Rent,0,false,false,false,true,true
Client_502,49,4,37,24,51,10.2,6.89,9.41,0,Mastercard,Credit,,Yes,No,Divorced,High School,Unemployed,Own,0,false,true,true,true,false
Client_503,43,2,37,18,120,49.2,9.44,2.46,1,CIB,Credit,,Yes,No,Married,Bachelors,Self-Employed,Rent,0,true,true,false,true,true
Client_504,36,1,26,28,71,43.0,1.22,5.77,0,Mastercard,Debit,,Yes,No,Divorced,High School,Employed,Mortgage,0,false,false,false,true,false
Client_505,57,1,24,17,131,45.3,6.3,13.59,0,Visa,Debit,,Yes,Yes,Single,Bachelors,Unemployed,Own,0,false,false,true,false,false
Client_506,45,2,4,8,45,40.6,1.54,1.51,0,Visa,Debit,,Yes,No,Married,High School,Self-Employed,Mortgage,0,true,false,false,true,true
Client_507,53,4,16,14,172,37.5,8.04,11.07,0,CIB,Credit,,Yes,No,Married,Masters,Employed,Mortgage,0,false,false,false,true,true
Client_508,44,2,11,11,56,2.8,8.38,6.41,0,CIB,Debit,,Yes,No,Married,High School,Unemployed,Rent,0,true,true,false,true,false
Client_509,62,1,25,25,80,4.2,3.88,14.11,0,CIB,Debit,,Yes,No,Divorced,High School,Unemployed,Rent,0,true,false,true,true,true
Client_510,32,1,8,19,68,17.7,2.28,9.85,0,Visa,Debit,,Yes,No,Single,High School,Self-Employed,Own,0,false,false,false,true,false
Client_511,63,2,36,13,169,45.2,2.77,8.52,0,CIB,Debit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,true,true,true,true,true
Client_512,59,3,6,26,60,21.2,0.17,4.94,0,Visa,Debit,,Yes,No,Divorced,Masters,Unemployed,Own,0,false,true,false,true,false
Client_513,47,4,39,22,35,3.4,9.05,1.5,0,CIB,Debit,,Yes,No,Single,High School,Unemployed,Mortgage,0,false,false,false,false,false
Client_514,53,2,23,6,51,46.6,2.15,0.66,0,Mastercard,Credit,,Yes,No,Single,Bachelors,Employed,Rent,0,false,true,false,false,true
Client_515,29,4,20,10,163,34.2,9.7,13.73,0,Visa,Credit,,Yes,No,Married,PhD,Employed,Own,0,false,true,false,false,true
Client_516,24,4,14,21,46,21.8,8.75,10.73,0,Visa,Debit,,Yes,No,Married,High School,Employed,Mortgage,0,true,true,true,true,true
Client_517,56,4,30,1,41,43.5,9.58,6.2,0,Mastercard,Credit,,Yes,No,Divorced,PhD,Self-Employed,Rent,0,true,false,true,false,true
Client_518,26,2,4,8,188,14.8,7.97,3.37,0,Visa,Debit,,Yes,No,Single,PhD,Unemployed,Own,0,false,true,true,false,true
Client_519,49,3,6,6,113,7.5,0.13,3.96,0,Visa,Debit,,Yes,No,Single,High School,Employed,Mortgage,0,false,true,false,false,true
Client_520,26,1,23,10,72,9.7,1.81,9.31,0,Visa,Credit,,Yes,No,Single,Bachelors,Employed,Own,0,false,false,true,false,true
Client_521,58,4,3,6,60,11.6,2.55,10.15,1,Mastercard,Credit,,Yes,No,Divorced,High School,Unemployed,Rent,0,false,false,true,false,false
Client_522,31,3,8,17,97,29.2,9.08,9.34,0,Mastercard,Credit,,Yes,No,Married,Masters,Self-Employed,Mortgage,0,false,true,true,false,false
Client_523,39,2,39,23,161,26.2,7.21,12.5,0,Visa,Credit,,Yes,No,Married,PhD,Employed,Mortgage,0,true,false,false,true,false
Client_524,22,1,28,1,38,12.5,8.05,12.5,0,CIB,Debit,,Yes,No,Single,PhD,Unemployed,Rent,0,false,false,true,true,true
Client_525,46,3,3,27,158,4.6,3.09,2.09,0,CIB,Credit,,Yes,No,Married,Masters,Self-Employed,Own,0,false,true,true,true,false
Client_526,30,4,22,23,175,22.7,1.02,12.46,0,Visa,Debit,,Yes,No,Married,Bachelors,Unemployed,Own,0,true,false,true,false,true
Client_527,28,2,27,12,174,12.9,4.08,3.9,0,CIB,Credit,,Yes,No,Divorced,Bachelors,Employed,Mortgage,0,false,false,false,true,true
Client_528,47,4,10,3,77,49.4,0.36,1.98,1,Mastercard,Credit,,Yes,No,Divorced,PhD,Unemployed,Own,0,true,true,true,true,true
Client_529,36,2,20,21,134,38.1,5.55,10.15,0,Visa,Debit,,No,No,Married,Bachelors,Unemployed,Own,0,true,false,false,false,false
Client_530,20,3,38,11,69,19.6,5.61,11.99,0,CIB,Debit,,Yes,No,Single,Bachelors,Unemployed,Mortgage,0,false,false,true,true,false
Client_531,37,4,12,0,171,13.6,5.81,9.02,0,CIB,Debit,,Yes,No,Single,High School,Unemployed,Rent,0,true,true,false,false,false
Client_532,44,1,9,22,103,29.3,1.12,9.83,0,Mastercard,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Mortgage,0,true,true,false,true,false
Client_533,42,3,13,18,127,11.6,9.73,3.26,0,CIB,Debit,,Yes,No,Divorced,PhD,Unemployed,Rent,0,false,false,true,false,false
Client_534,49,3,27,26,96,44.5,9.59,1.68,0,Mastercard,Credit,,No,No,Married,Masters,Unemployed,Own,0,false,false,true,false,true
Client_535,38,3,11,23,197,8.5,8.5,11.2,0,CIB,Debit,,Yes,No,Divorced,Bachelors,Unemployed,Mortgage,0,false,true,true,true,true
Client_536,49,1,4,6,194,22.3,7.58,14.26,0,Mastercard,Credit,,Yes,No,Single,High School,Employed,Own,0,false,false,true,false,false
Client_537,29,2,2,3,87,39.9,9.97,0.4,0,Mastercard,Debit,,Yes,No,Married,PhD,Self-Employed,Own,0,true,true,true,false,false
Client_538,62,1,17,16,124,43.3,2.6,1.79,0,Visa,Credit,,Yes,No,Single,Masters,Unemployed,Mortgage,0,false,false,true,false,false
Client_539,45,4,39,5,112,21.6,4.77,10.05,0,CIB,Credit,,Yes,No,Divorced,Masters,Unemployed,Mortgage,0,true,true,false,false,true
Client_540,48,3,32,2,181,9.2,7.45,2.88,0,Visa,Credit,,Yes,No,Married,High School,Self-Employed,Own,0,true,true,false,false,true
Client_541,59,2,2,1,136,0.1,7.16,0.84,0,Visa,Debit,,Yes,No,Divorced,PhD,Self-Employed,Own,0,true,true,true,true,false
Client_542,40,3,30,0,158,21.9,5.87,8.37,0,Visa,Credit,,Yes,No,Married,Bachelors,Unemployed,Own,0,true,false,true,false,true
Client_543,29,4,7,10,84,0.9,6.55,12.29,0,Mastercard,Debit,,Yes,No,Divorced,High School,Employed,Own,0,true,true,false,false,true
Client_544,32,1,9,24,170,22.8,8.83,10.04,0,Visa,Debit,,Yes,No,Single,PhD,Employed,Rent,0,true,false,true,false,false
Client_545,33,1,0,15,169,2.6,6.11,9.86,0,Visa,Debit,,Yes,No,Divorced,Bachelors,Self-Employed,Mortgage,0,true,false,false,true,true
Client_546,52,3,6,3,182,30.4,5.43,10.96,0,CIB,Debit,,Yes,No,Single,Masters,Unemployed,Rent,0,false,true,true,true,true
Client_547,42,2,24,1,58,15.7,6.93,7.33,0,CIB,Credit,,Yes,No,Single,Masters,Self-Employed,Rent,0,true,true,false,false,true
Client_548,43,3,28,14,125,7.9,4.72,7.39,0,Visa,Debit,,Yes,No,Married,PhD,Employed,Mortgage,0,true,false,true,false,false
Client_549,60,4,13,4,55,1.3,4.95,4.25,0,CIB,Credit,,Yes,No,Married,High School,Unemployed,Own,0,false,false,true,true,true
Client_550,42,4,20,0,159,38.9,2.33,5.33,0,Mastercard,Credit,,Yes,No,Divorced,Bachelors,Self-Employed,Rent,0,false,true,false,true,false
Client_551,31,4,6,26,97,37.1,3.61,10.36,0,Mastercard,Debit,,Yes,No,Single,High School,Employed,Own,0,true,true,true,true,false
Client_552,58,4,38,6,192,2.6,6.44,7.22,0,CIB,Debit,,Yes,No,Single,PhD,Unemployed,Rent,0,true,false,true,false,true
Client_553,61,3,16,18,102,47.1,0.99,9.25,0,CIB,Credit,,Yes,No,Divorced,PhD,Self-Employed,Own,0,true,false,true,true,true
